creation_datetime,last_change_datetime,id,racer_id,race_id,qualification_place,qualification_points,place,points,punishments,extras,fastest_lap,driver_of_the_day,punishment_and_extras_description,name,total_points
2024-02-01 11:35:49.053511,2024-02-01 11:35:49.121009,1,1,1,1,9.0,1,30.0,0.0,0.0,True,False,,Racer: Francisco Matos Gil in Race: Baltar in February 2023,40.0
2024-02-01 11:35:49.302503,2024-02-01 11:35:49.355880,2,4,1,6,1.0,1,30.0,0.0,0.0,False,False,,Racer: Dinis Brito e Faro in Race: Baltar in February 2023,31.0
2024-02-01 11:35:49.465831,2024-02-01 11:35:49.479757,3,13,1,15,0.0,1,30.0,0.0,0.0,False,False,,Racer: Miguel Sousa Guedes in Race: Baltar in February 2023,30.0
2024-02-01 11:35:49.601908,2024-02-01 11:35:49.637139,4,5,1,3,6.0,1,30.0,0.0,0.0,False,False,,Racer: Alexandre Campelo in Race: Baltar in February 2023,36.0
2024-02-01 11:35:49.721820,2024-02-01 11:35:49.735364,5,8,1,5,2.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Lima in Race: Baltar in February 2023,32.0
2024-02-01 11:35:49.834759,2024-02-01 11:35:49.845153,6,2,1,2,8.0,1,30.0,0.0,0.0,False,False,,Racer: João Couceiro in Race: Baltar in February 2023,38.0
2024-02-01 11:35:49.917643,2024-02-01 11:35:49.941191,7,17,1,4,5.0,1,30.0,0.0,0.0,False,False,,Racer: Gonçalo Ramalho in Race: Baltar in February 2023,35.0
2024-02-01 11:35:49.999955,2024-02-01 11:35:50.009715,8,12,1,13,0.0,1,30.0,0.0,0.0,False,False,,Racer: Gonçalo Garrett in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.061344,2024-02-01 11:35:50.075844,9,16,1,16,0.0,1,30.0,0.0,0.0,False,False,,Racer: António Guimarães in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.180798,2024-02-01 11:35:50.214173,10,18,1,11,0.0,1,30.0,0.0,0.0,False,False,,Racer: Meco Guedes in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.300932,2024-02-01 11:35:50.370446,11,15,1,10,0.0,1,30.0,0.0,0.0,False,False,,Racer: José Pedro Raimundo in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.429429,2024-02-01 11:35:50.458263,12,7,1,7,0.0,1,30.0,0.0,0.0,False,False,,Racer: Henrique Vilas in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.528808,2024-02-01 11:35:50.537256,13,14,1,9,0.0,1,30.0,0.0,0.0,False,False,,Racer: Tomás Marrana in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.562878,2024-02-01 11:35:50.566469,14,10,1,12,0.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Freitas in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.587416,2024-02-01 11:35:50.591678,15,19,1,8,0.0,1,30.0,0.0,0.0,False,False,,Racer: Martinho Brito in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.621827,2024-02-01 11:35:50.628047,16,20,1,14,0.0,1,30.0,0.0,0.0,False,False,,Racer: Manuel Bruschy in Race: Baltar in February 2023,30.0
2024-02-01 11:35:50.675738,2024-02-01 11:35:50.689053,17,11,1,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Luís Dias in Race: Baltar in February 2023,0.0
2024-02-01 11:35:50.702374,2024-02-01 11:35:50.715363,18,9,1,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Pedro Pacheco in Race: Baltar in February 2023,0.0
2024-02-01 11:35:50.772792,2024-02-01 11:35:50.844978,19,3,1,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Miguel Caeiro in Race: Baltar in February 2023,0.0
2024-02-01 11:35:50.870761,2024-02-01 11:35:50.886556,20,6,1,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Luís Ferreira in Race: Baltar in February 2023,0.0
2024-02-01 11:41:07.884223,2024-02-01 11:41:07.903224,21,5,2,1,9.0,1,30.0,0.0,0.0,True,False,,Racer: Alexandre Campelo in Race: Fafe in March 2023,40.0
2024-02-01 11:41:07.953065,2024-02-01 11:41:07.979305,22,11,2,6,1.0,1,30.0,0.0,0.0,False,False,,Racer: Luís Dias in Race: Fafe in March 2023,31.0
2024-02-01 11:41:08.036271,2024-02-01 11:41:08.053739,23,3,2,3,6.0,1,30.0,0.0,0.0,False,False,,Racer: Miguel Caeiro in Race: Fafe in March 2023,36.0
2024-02-01 11:41:08.164165,2024-02-01 11:41:08.181357,24,2,2,7,0.0,1,30.0,0.0,0.0,False,False,,Racer: João Couceiro in Race: Fafe in March 2023,30.0
2024-02-01 11:41:08.245714,2024-02-01 11:41:08.273587,25,1,2,2,8.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Matos Gil in Race: Fafe in March 2023,38.0
2024-02-01 11:41:08.364701,2024-02-01 11:41:08.388386,26,21,2,4,5.0,1,30.0,0.0,0.0,False,False,,Racer: André Costa in Race: Fafe in March 2023,35.0
2024-02-01 11:41:08.441968,2024-02-01 11:41:08.463949,27,22,2,9,0.0,1,30.0,0.0,0.0,False,False,,Racer: Gui Azevedo in Race: Fafe in March 2023,30.0
2024-02-01 11:41:08.496853,2024-02-01 11:41:08.521748,28,4,2,8,0.0,1,30.0,0.0,0.0,False,False,,Racer: Dinis Brito e Faro in Race: Fafe in March 2023,30.0
2024-02-01 11:41:08.601783,2024-02-01 11:41:08.629843,29,15,2,13,0.0,1,30.0,0.0,0.0,False,False,,Racer: José Pedro Raimundo in Race: Fafe in March 2023,30.0
2024-02-01 11:41:08.691855,2024-02-01 11:41:08.719116,30,8,2,5,2.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Lima in Race: Fafe in March 2023,32.0
2024-02-01 11:41:08.859091,2024-02-01 11:41:08.891588,31,14,2,12,0.0,1,30.0,0.0,0.0,False,False,,Racer: Tomás Marrana in Race: Fafe in March 2023,30.0
2024-02-01 11:41:08.949747,2024-02-01 11:41:08.971023,32,9,2,11,0.0,1,30.0,0.0,0.0,False,False,,Racer: Pedro Pacheco in Race: Fafe in March 2023,30.0
2024-02-01 11:41:09.035201,2024-02-01 11:41:09.052536,33,16,2,15,0.0,1,30.0,0.0,0.0,False,False,,Racer: António Guimarães in Race: Fafe in March 2023,30.0
2024-02-01 11:41:09.114226,2024-02-01 11:41:09.139960,34,12,2,14,0.0,1,30.0,0.0,0.0,False,False,,Racer: Gonçalo Garrett in Race: Fafe in March 2023,30.0
2024-02-01 11:41:09.235734,2024-02-01 11:41:09.261524,35,20,2,16,0.0,1,30.0,0.0,0.0,False,False,,Racer: Manuel Bruschy in Race: Fafe in March 2023,30.0
2024-02-01 11:41:09.283095,2024-02-01 11:41:09.291649,36,23,2,10,0.0,1,30.0,0.0,0.0,False,False,,Racer: Pedro Pontes in Race: Fafe in March 2023,30.0
2024-02-01 11:41:09.307028,2024-02-01 11:41:09.311409,37,10,2,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Francisco Freitas in Race: Fafe in March 2023,0.0
2024-02-01 11:41:09.317111,2024-02-01 11:41:09.326843,38,13,2,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Miguel Sousa Guedes in Race: Fafe in March 2023,0.0
2024-02-01 11:41:09.333456,2024-02-01 11:41:09.342070,39,6,2,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Luís Ferreira in Race: Fafe in March 2023,0.0
2024-02-01 11:41:09.351833,2024-02-01 11:41:09.356582,40,7,2,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Henrique Vilas in Race: Fafe in March 2023,0.0
2024-02-01 11:44:43.930610,2024-02-01 11:44:43.940904,41,2,3,3,6.0,1,30.0,0.0,0.0,True,False,,Racer: João Couceiro in Race: Braga in April 2023,37.0
2024-02-01 11:44:44.035198,2024-02-01 11:44:44.059181,42,8,3,8,0.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Lima in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.121766,2024-02-01 11:44:44.133624,43,3,3,1,9.0,1,30.0,0.0,0.0,False,False,,Racer: Miguel Caeiro in Race: Braga in April 2023,39.0
2024-02-01 11:44:44.165778,2024-02-01 11:44:44.171890,44,11,3,4,5.0,1,30.0,0.0,0.0,False,False,,Racer: Luís Dias in Race: Braga in April 2023,35.0
2024-02-01 11:44:44.237775,2024-02-01 11:44:44.256862,45,1,3,2,8.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Matos Gil in Race: Braga in April 2023,38.0
2024-02-01 11:44:44.292386,2024-02-01 11:44:44.320896,46,6,3,5,2.0,1,30.0,0.0,0.0,False,False,,Racer: Luís Ferreira in Race: Braga in April 2023,32.0
2024-02-01 11:44:44.394947,2024-02-01 11:44:44.420580,47,4,3,6,1.0,1,30.0,0.0,0.0,False,False,,Racer: Dinis Brito e Faro in Race: Braga in April 2023,31.0
2024-02-01 11:44:44.447609,2024-02-01 11:44:44.455017,48,9,3,10,0.0,1,30.0,0.0,0.0,False,False,,Racer: Pedro Pacheco in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.495852,2024-02-01 11:44:44.514022,49,10,3,12,0.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Freitas in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.559509,2024-02-01 11:44:44.582293,50,13,3,7,0.0,1,30.0,0.0,0.0,False,False,,Racer: Miguel Sousa Guedes in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.616917,2024-02-01 11:44:44.636956,51,12,3,14,0.0,1,30.0,0.0,0.0,False,False,,Racer: Gonçalo Garrett in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.688456,2024-02-01 11:44:44.699749,52,24,3,13,0.0,1,30.0,0.0,0.0,False,False,,Racer: Gonçalo Semelhe in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.764583,2024-02-01 11:44:44.789366,53,14,3,9,0.0,1,30.0,0.0,0.0,False,False,,Racer: Tomás Marrana in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.841367,2024-02-01 11:44:44.853222,54,7,3,11,0.0,1,30.0,0.0,0.0,False,False,,Racer: Henrique Vilas in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.893230,2024-02-01 11:44:44.899948,55,25,3,15,0.0,1,30.0,0.0,0.0,False,False,,Racer: José Maria Garrett in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.933370,2024-02-01 11:44:44.944136,56,26,3,16,0.0,1,30.0,0.0,0.0,False,False,,Racer: Tomás Pacheco in Race: Braga in April 2023,30.0
2024-02-01 11:44:44.997982,2024-02-01 11:44:45.023109,57,16,3,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: António Guimarães in Race: Braga in April 2023,0.0
2024-02-01 11:44:45.067563,2024-02-01 11:44:45.081928,58,5,3,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Alexandre Campelo in Race: Braga in April 2023,0.0
2024-02-01 11:44:45.119555,2024-02-01 11:44:45.157375,59,15,3,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: José Pedro Raimundo in Race: Braga in April 2023,0.0
2024-02-01 11:48:26.337383,2024-02-01 11:48:26.343708,60,3,4,0,0.0,1,30.0,0.0,0.0,True,False,,Racer: Miguel Caeiro in Race: Poiares in April 2024,31.0
2024-02-01 11:48:26.464350,2024-02-01 11:48:26.472014,61,1,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Matos Gil in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.489459,2024-02-01 11:48:26.492993,62,4,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Dinis Brito e Faro in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.511773,2024-02-01 11:48:26.516186,63,13,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Miguel Sousa Guedes in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.533642,2024-02-01 11:48:26.538639,64,10,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Freitas in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.558116,2024-02-01 11:48:26.561211,65,6,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Luís Ferreira in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.576684,2024-02-01 11:48:26.580066,66,7,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Henrique Vilas in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.594506,2024-02-01 11:48:26.600162,67,8,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Francisco Lima in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.643600,2024-02-01 11:48:26.682361,68,27,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Frederico Batista in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.823873,2024-02-01 11:48:26.843267,69,24,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Gonçalo Semelhe in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.901326,2024-02-01 11:48:26.911134,70,16,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: António Guimarães in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.942559,2024-02-01 11:48:26.952633,71,2,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: João Couceiro in Race: Poiares in April 2024,30.0
2024-02-01 11:48:26.985957,2024-02-01 11:48:26.999963,72,12,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Gonçalo Garrett in Race: Poiares in April 2024,30.0
2024-02-01 11:48:27.056102,2024-02-01 11:48:27.065796,73,28,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: Afonso Menezes in Race: Poiares in April 2024,30.0
2024-02-01 11:48:27.155753,2024-02-01 11:48:27.167368,74,29,4,0,0.0,1,30.0,0.0,0.0,False,False,,Racer: José Couceiro in Race: Poiares in April 2024,30.0
2024-02-01 11:48:27.320242,2024-02-01 11:48:27.400193,75,5,4,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Alexandre Campelo in Race: Poiares in April 2024,0.0
2024-02-01 11:48:27.442952,2024-02-01 11:48:27.459514,76,9,4,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Pedro Pacheco in Race: Poiares in April 2024,0.0
2024-02-01 11:48:27.469793,2024-02-01 11:48:27.479710,77,11,4,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Luís Dias in Race: Poiares in April 2024,0.0
2024-02-01 11:48:27.493529,2024-02-01 11:48:27.503053,78,14,4,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: Tomás Marrana in Race: Poiares in April 2024,0.0
2024-02-01 11:48:27.510194,2024-02-01 11:48:27.514106,79,15,4,0,0.0,0,1.0,1.0,0.0,False,False,Piloto recebeu castigo de 1.0 pontos porque faltou à corrida,Racer: José Pedro Raimundo in Race: Poiares in April 2024,0.0
2024-02-01 11:53:42.795155,2024-02-01 11:53:42.805311,80,1,5,3,6.0,1,30.0,0.0,0.0,True,False,,Racer: Francisco Matos Gil in Race: Viana in August 2024,37.0
2024-02-01 11:53:42.872261,2024-02-01 11:53:42.885258,81,6,5,5,2.0,1,30.0,0.0,0.0,False,False,,Racer: Luís Ferreira in Race: Viana in August 2024,32.0
